url;erreur;pages concernees
https://appu.net.ua/;URLError: <urlopen error [Errno -3] Temporary failure in name resolution>;12.html
https://assurance-carrefour-fr.translate.goog/assurance-scolaire-et-extrascolaire?gclsrc=aw.ds&utm_campaign=scolaire&utm_medium=google_ads&utm_source=google_cpc&_x_tr_sl=auto&_x_tr_tl=uk&_x_tr_hl=fr&_x_tr_pto=wapp;HTTPError: HTTP Error 403: Forbidden;mineur-ecole.html
https://awayfromukraine.com/refugees;URLError: <urlopen error [Errno -3] Temporary failure in name resolution>;16.html | deplacer-europe.html
https://bit.ly/3GitAdI;HTTPError: HTTP Error 403: Forbidden;artist.html
https://bit.ly/3ke96c8;RemoteDisconnected: Remote end closed connection without response;73.html
https://bit.ly/3lKL21k;URLError: <urlopen error [Errno -2] Name or service not known>;72.html | 73.html
https://bit.ly/3lLN6WN;HTTPError: HTTP Error 404: Not Found;artist.html
https://bit.ly/3sYKNnb;HTTPError: HTTP Error 403: Forbidden;72.html | 73.html
https://blog.revolut.com/payment-services-to-ukrainian-refugees/;HTTPError: HTTP Error 403: Forbidden;banque-compte.html
https://burak.com.ua/index.php/ua/;HTTPError: HTTP Error 404: Not Found;25.html | 30.html | banque-change.html
https://cafaukraine.wixsite.com/my-site;HTTPError: HTTP Error 404: Not Found;28.html
https://camp.marabou.club/mathgame-ukraine?fbclid=IwAR2eOsVKIC6GkxHyqKiSANZio71g2_pbOu04dCmj0DIixpOOUeSsevhdFC8;HTTPError: HTTP Error 403: Forbidden;mineur-divers.html
https://cartesolidaire-nouvelle-aquitaine.cba.fr/;HTTPError: HTTP Error 503: Service Temporarily Unavailable;deplacer-france.html
https://collectforgood.org/?type=collect;URLError: <urlopen error timed out>;je-suis-francais-je-veux-aider-.html
https://cologne.pasport.org.ua/;HTTPError: HTTP Error 403: Forbidden;59.html
https://compendium.com.ua/uk/akt/192/;HTTPError: HTTP Error 403: Forbidden;soigner-medic.html
https://connect.caf.fr/connexionappli/dist/#/aideConnexion?isFromLoginPage=true&origine_demande=web;HTTPError: HTTP Error 503: Service Indisponible;caf.html
https://cynicallviv.com.ua/stalo-vidomo-chy-mozhut-studenty-cholovichoyi-stati-vyyizhdzhaty-za-kordon-pid-chas-vijny/;HTTPError: HTTP Error 500: Internal Server Error;72.html
https://dialogue.lesallay.academy/lectorium?fbclid=IwAR3vi634nThgS6O-oAELuQbB_X-ZALgj5QGcaIREYOSPsfM3QiSGjt55pHY;HTTPError: HTTP Error 403: Forbidden;mineur-divers.html
https://dialogue.lesallay.academy/our_schools?fbclid=IwAR1iLTKZTENzCsKgBUeo8M5X29qriLyJ3DR3jyooV5q0mrHmqWyNzsvhwF4;HTTPError: HTTP Error 403: Forbidden;mineur-divers.html
https://dialogue.lesallay.academy/scholarships_ukraine?fbclid=IwAR0mNpgol6m8ZEA_1Phx-n5A_OWnOLN-79qwzPGi3OXBKrvzr-O6z4cEQiY;HTTPError: HTTP Error 403: Forbidden;mineur-divers.html
https://dialogue.lesallay.academy/scholarships_ukraine?fbclid=IwAR3QJUSAwS07ZHJJII-kfBS441Dc5_OPNT-TBBGncjjQWqRILmWWdv_Np0o;HTTPError: HTTP Error 403: Forbidden;mineur-divers.html
https://diia.gov.ua/services/vidnovlennya-ta-obmin-posvidchennya-vodiya?fbclid=IwAR2_rRLDsgwtEr9GyeVpmWuaskhjTpR4s0sRNlyYfq0-8CBafpGxOr6qbeE;HTTPError: HTTP Error 404: Not Found;45.html
https://docs.google.com/document/d/14jN_Ki-0sutG7xaFJhJvg2YYOUz9agQ-/edit;HTTPError: HTTP Error 410: Gone;je-suis-francais-je-veux-aider-.html
https://docs.google.com/forms/d/e/1FAIpQLSchEcq8nwlK2s_1rexHBsAZ-zvQpvS-L9gR_17g8oEtXxqSdA/viewform;HTTPError: HTTP Error 404: Not Found;je-suis-francais-je-veux-aider-.html
https://donnons.org/annonces?q=meuble;HTTPError: HTTP Error 404: Not Found;55.html
https://dpsu.gov.ua/ua/Peretinannya-derzhavnogo-kordonu-pid-chas-pravovogo-rezhimu-vonnogo-stanu-Pitannya-vidpovid/;HTTPError: HTTP Error 403: Forbidden;16.html
https://dpsu.gov.ua/ua/news/vazhliva-informaciya-zvertamo-uvagu-gromadyan-yaki-peretinayut-kordon-z-polshcheyu/;HTTPError: HTTP Error 403: Forbidden;16.html | 25.html
https://drive.google.com/file/d/1-URA7nAs8IRnQmNeWNaT6H8OryRDUDRU/view?fs=e&s=cl;HTTPError: HTTP Error 404: Not Found;60.html
https://drive.google.com/file/d/1UdEDJ0bexm3wp3e7FOwpQ1DmxQbAkH53/view;HTTPError: HTTP Error 404: Not Found;18.html
https://droit--finances-commentcamarche-com.translate.goog/faq/58252-vignette-critair-reglementation-et-sanction?_x_tr_sl=auto&_x_tr_tl=uk&_x_tr_hl=fr&_x_tr_pto=wapp;HTTPError: HTTP Error 404: Not Found;46.html
https://easyjobber-fr.translate.goog/?_x_tr_sl=auto&_x_tr_tl=uk&_x_tr_hl=fr&_x_tr_pto=wapp;HTTPError: HTTP Error 403: Forbidden;61.html
https://ec.europa.eu/eures/portal/jv-se/search?page=1&resultsPerPage=50&orderBy=BEST_MATCH&locationCodes=fr&requiredLanguages=en(A1);HTTPError: HTTP Error 404: (Not Found);70.html
https://ec.europa.eu/home-affairs/list-residence-permits-issued-member-states_en;HTTPError: HTTP Error 404: (Not Found);25.html | deplacer-europe.html
https://ecouteukraine.fr/otrymaty-dopomohu-psykholoha/;HTTPError: HTTP Error 404: Not Found;soigner-psy.html
https://eduscol.education.fr/3143/accueillir-des-enfants-arrivant-d-ukraine-ou-d-autres-zones-de-guerre;HTTPError: HTTP Error 403: Forbidden;mineur-ecole.html
https://eduscol.education.fr/3173/maintenir-la-continuite-des-apprentissages-en-ukrainien;HTTPError: HTTP Error 403: Forbidden;mineur-divers.html | mineur-ecole.html
https://en.malt.fr/signup;HTTPError: HTTP Error 403: Forbidden;fop.html
https://en.moz.gov.ua/vaccinations;URLError: <urlopen error [Errno -5] No address associated with hostname>;5.html
https://fr.indeed.com/conseils-carrieres/%D1%83%D0%BA%D1%80%D0%B0%D1%97%D0%BD%D0%BE%D0%BC%D0%BE%D0%B2%D0%BD%D1%96-%D1%80%D0%B5%D1%81%D1%83%D1%80%D1%81%D0%B8-%D0%B7-%D0%BF%D0%BE%D1%88%D1%83%D0%BA%D1%83-%D1%80%D0%BE%D0%B1%D0%BE%D1%82%D0%B8;HTTPError: HTTP Error 403: Forbidden;61.html
https://fr.indeed.com/conseils-carrieres/trouver-un-emploi/%D1%80%D0%BE%D0%B1%D0%BE%D1%82%D0%B0-%D1%84%D1%80%D0%B0%D0%BD%D1%86%D1%96%D1%8F-%D0%B1%D0%B5%D0%B7-%D1%84%D1%80%D0%B0%D0%BD%D1%86%D1%83%D0%B7%D1%8C%D0%BA%D0%BE%D1%97;HTTPError: HTTP Error 403: Forbidden;62.html
https://fr.jooble.org/emploi-parlant-russe;HTTPError: HTTP Error 403: Forbidden;61.html
https://france-ukraine.com.ua/customs-regulations-france/;HTTPError: HTTP Error 404: Not Found;16.html
https://france.mfa.gov.ua/fr/news/si-vous-souhaitez-aider-lukraine;HTTPError: HTTP Error 403: Forbidden;je-suis-francais-je-veux-aider-.html
https://france.mfa.gov.ua/konsulski-pitannya/4293-najbilysh-aktualyni-pitannya-faq;HTTPError: HTTP Error 403: Forbidden;79.html
https://france.mfa.gov.ua/konsulski-pitannya/diyi-z-pitan-gromadyanstva;HTTPError: HTTP Error 403: Forbidden;narodzhenia.html
https://france.mfa.gov.ua/konsulski-pitannya/notarialni-diyi?fbclid=IwAR1RDDnDizLs19RUZPMCBOYJm6psRb-R_eC6xrVi2ViGcnLXUIaMKMWg1Q8;HTTPError: HTTP Error 403: Forbidden;45.html
https://france.mfa.gov.ua/konsulski-pitannya/pasportni-diyi;HTTPError: HTTP Error 403: Forbidden;59.html
https://france.mfa.gov.ua/konsulski-pitannya/rozklad-roboti-konsulskogo-viddilu;HTTPError: HTTP Error 403: Forbidden;narodzhenia.html
https://france.mfa.gov.ua/konsulski-pitannya/terminova-dokumentaciya;HTTPError: HTTP Error 403: Forbidden;16.html
https://france.mfa.gov.ua/konsulski-pitannya/umovi-vyizdu-gromadyan-ukrayini-do-franciyi;HTTPError: HTTP Error 403: Forbidden;16.html
https://hireforukraine.org/;TimeoutError: The read operation timed out;61.html
https://icanhelp.host/;TimeoutError: The read operation timed out;neofitsine-zhitlo.html
https://immo.trovit.fr;HTTPError: HTTP Error 401: Unauthorized;orendu-kvartiri.html
https://infohelpua.com/;URLError: <urlopen error [Errno -3] Temporary failure in name resolution>;28.html
https://instagram.com/poshuk.znyklyh?igshid=YmMyMTA2M2Y=;HTTPError: HTTP Error 429: Too Many Requests;31.html
https://instagram.com/project_most_obrazovanie?igshid=YmMyMTA2M2Y=;HTTPError: HTTP Error 429: Too Many Requests;mineur-divers.html
https://instagram.com/safe.point.paris?igshid=YmMyMTA2M2Y=;HTTPError: HTTP Error 429: Too Many Requests;32.html
https://iunovet.fr/contact/;HTTPError: HTTP Error 406: Not Acceptable;12.html
https://leguidedurefugie.com/pdf/guide-du-refugie-version-py.pdf;HTTPError: HTTP Error 404: Not Found;28.html
https://linktr.ee/frente_brazucra;HTTPError: HTTP Error 403: Forbidden;je-suis-francais-je-veux-aider-.html
https://m.ter.sncf.com/hauts-de-france/se-deplacer/solidarite-ukraine;URLError: <urlopen error [SSL: SSLV3_ALERT_HANDSHAKE_FAILURE] sslv3 alert handsh;deplacer-france.html
https://ma-work.com.ua/uk/country/frantsiya-uk/;HTTPError: HTTP Error 403: Forbidden;61.html
https://madrid.pasport.org.ua/;HTTPError: HTTP Error 403: Forbidden;59.html
https://magellanbus.com.ua/parcel-delivery/;HTTPError: HTTP Error 404: Not Found;30.html
https://maisondelukraine.fr/;HTTPError: HTTP Error 404: Not Found;je-suis-francais-je-veux-aider-.html
https://milan.pasport.org.ua/;HTTPError: HTTP Error 403: Forbidden;59.html
https://mindclub.online/;HTTPError: HTTP Error 403: Forbidden;mineur-divers.html
https://minre.gov.ua/2023/04/18/kabmin-vregulyuvav-pytannya-pryznachennya-dopomogy-pry-narodzhenni-dytyny-batkam-yaki-cherez-vijnu-vyyihaly-za-kordon/;TimeoutError: The read operation timed out;narodzhenia.html
https://mon.gov.ua/ua/news/distancijka-u-smartfoni-vseukrayinska-shkola-onlajn-zapuskaye-mobilnij-zastosunok;HTTPError: HTTP Error 403: Forbidden;mineur-divers.html
https://moz.gov.ua/francuzska-respublika;HTTPError: HTTP Error 403: Forbidden;5.html | sante-france.html | soigner-avec.html
https://mtsbu.ua/ua/presscenter/news/168164/;HTTPError: HTTP Error 404: Not Found;47.html
https://nomad.normandie.fr/actualites/gratuite-des-transports-nomad-aux-refugies-ukrainiens;HTTPError: HTTP Error 403: Forbidden;deplacer-france.html
https://oniseptv.onisep.fr/?filters%5B01-type-de-la-video%5D=Etudes&filters%5B20-series%5D=L%27%C3%A9cole+expliqu%C3%A9e+aux+parents+en+ukrainien;HTTPError: HTTP Error 403: Forbidden;mineur-ecole.html
https://online.mfa.gov.ua/application;HTTPError: HTTP Error 403: Forbidden;59.html
https://particuliers-banque--france-fr.translate.goog/crise-ukrainienne-reponses-aux-questions-les-plus-frequentes?_x_tr_sl=fr&_x_tr_tl=ru&_x_tr_hl=fr&_x_tr_pto=wapp;HTTPError: HTTP Error 400: Bad Request;banque-compte.html
https://portail.free.fr/mag-free/free-sengage/%d1%84%d1%80%d0%b0%d0%bd%d1%86%d1%83%d0%b7%d1%8c%d0%ba%d0%b8%d0%b9-%d0%be%d0%bf%d0%b5%d1%80%d0%b0%d1%82%d0%be%d1%80-%d0%bc%d0%be%d0%b1%d1%96%d0%bb%d1%8c%d0%bd%d0%be%d0%b3%d0%be-%d0%b7%d0%b2%d1%8f/;HTTPError: HTTP Error 404: Not Found;simcard.html
https://portal.eaeunion.org/sites/odata/redesign/Pages/InternationalNonProprietaryCodeClassifier.aspx;HTTPError: HTTP Error 404: Not Found;soigner-medic.html
https://posts.naym.me/3EPhXdN;HTTPError: HTTP Error 405: Method Not Allowed;mineur-divers.html
https://reopen.europa.eu/en/;URLError: <urlopen error [Errno -2] Name or service not known>;deplacer-europe.html | soigner-covid.html
https://resa.notredamedeparis.fr/fr/messe/tickets;HTTPError: HTTP Error 403: Forbidden;18.html
https://resources.malt.com/fr/freelances/articles-freelance/refugies-ukrainiens-comment-devenir-un-freelance/;HTTPError: HTTP Error 403: Forbidden;fop.html
https://skme2021-my.sharepoint.com/:x:/g/personal/admin_skme2021_onmicrosoft_com/EZPb6rZRbttCgPDqglRhNeUBnWA9jA_b36lrZCDOpwi3TQ?rtime=6emE8LSb2kg;URLError: <urlopen error [Errno -2] Name or service not known>;29.html
https://skme2021-my.sharepoint.com/:x:/g/personal/admin_skme2021_onmicrosoft_com/EZPb6rZRbttCgPDqglRhNeUBnWA9jA_b36lrZCDOpwi3TQ?rtime=md7NuoAO2kg;URLError: <urlopen error [Errno -2] Name or service not known>;36.html
https://solidarite-accueil-refugies-ukrainiens.fr/Les-hebergements-actuels;HTTPError: HTTP Error 503: Service Unavailable;neofitsine-zhitlo.html
https://support.google.com/translate/answer/6142473?hl=en&co=GENIE.Platform%3DAndroid;HTTPError: HTTP Error 404: Not Found;34.html
https://szh.com.ua/;URLError: <urlopen error [Errno -2] Name or service not known>;28.html
https://t.ly/GhV1z;HTTPError: HTTP Error 403: Forbidden;advocat.html
https://tabletki.ua/inn/;HTTPError: HTTP Error 403: Forbidden;soigner-medic.html
https://team4ua.com/;URLError: <urlopen error timed out>;je-suis-francais-je-veux-aider-.html
https://timbres.impots.gouv.fr/;HTTPError: HTTP Error 403: Forbidden;mark.html
https://translated.turbopages.org/proxy_u/fr-uk.fr.10c0f4db-65cc7f19-c9c75b6d-74722d776562/https/www.ameli.fr/seine-et-marne/assure/droits-demarches/difficultes-acces-droits-soins/complementaire-sante/complementaire-sante-solidaire-qui-peut-en-beneficier-et-comment;HTTPError: HTTP Error 403: Forbidden;58.html
https://ua.aideukraine.fr/document/5WURURqYclfRpNaLpFl9Ea/distance-schools.pdf;URLError: <urlopen error [Errno -2] Name or service not known>;mineur-divers.html
https://ua.aideukraine.fr/document/CxQjYY7HWbjjBj2BnHU0t/osvita-ukr.pdf;URLError: <urlopen error [Errno -2] Name or service not known>;mineur-ecole.html
https://ua.ambafrance.org/Povernennya-do-Franciiyi-z-nepovnoliitniimi-diit-mi-dlya-siimej-yakii;HTTPError: HTTP Error 500: Internal Server Error;11.html | 25.html | deplacer-europe.html
https://ua.jooble.org/%D1%80%D0%BE%D0%B1%D0%BE%D1%82%D0%B0/%D0%A4%D1%80%D0%B0%D0%BD%D1%86%D1%96%D1%8F?fs=e&p=5&s=cl;HTTPError: HTTP Error 403: Forbidden;61.html
https://uainfo.eu/forum/114-francija/;HTTPError: HTTP Error 404: Not Found;28.html
https://uk-fr.glideapp.io/;HTTPError: HTTP Error 404: Not Found;34.html
https://ukraineglobaltaskforce.com/;URLError: <urlopen error [Errno -2] Name or service not known>;je-suis-francais-je-veux-aider-.html
https://ukrainesupport.net/uk/;HTTPError: HTTP Error 404: Not Found;16.html | 27.html
https://ukrainezone.org/;URLError: <urlopen error [Errno -2] Name or service not known>;27.html | neofitsine-zhitlo.html
https://ukwelcomesukraine.org/en;HTTPError: HTTP Error 404: Not Found;27.html
https://uprchlici-vitejte.cz/;HTTPError: HTTP Error 466: ;neofitsine-zhitlo.html
https://uz-vezemo.com;TimeoutError: The read operation timed out;16.html
https://veterinairespourtous-85.webselfsite.net/file/si1949976/VersionUkraineVPT-FBB-fi33079624.pdf;HTTPError: HTTP Error 404: Not Found;12.html
https://visitukraine.today/departure;HTTPError: HTTP Error 403: Forbidden;16.html
https://visitukraine.today/ru/blog/1380/how-to-open-a-business-in-france-advice-for-ukrainian-entrepreneurs;HTTPError: HTTP Error 403: Forbidden;fop.html
https://visitukraine.today/uk/blog/1243/sistema-ptax-bezkostovna-evakuaciya-na-avtobusax-do-polshhi;HTTPError: HTTP Error 403: Forbidden;16.html
https://visitukraine.today/uk/blog/1369/narodzennya-ditini-za-kordonom-yak-zarejestruvati-nemovlya-ta-pravila-povernennya-v-ukrainu;HTTPError: HTTP Error 403: Forbidden;narodzhenia.html
https://visitukraine.today/uk/blog/1465/apostil-dlya-ukrainciv-2023-roku-novi-pravila-posvidcennya-dokumentiv-apostillem;HTTPError: HTTP Error 403: Forbidden;29.html
https://visitukraine.today/uk/blog/286/z-yakimi-dokumentami-mozna-povernutisya-v-ukrainu;HTTPError: HTTP Error 403: Forbidden;25.html
https://visitukraine.today/uk/blog/292/bezkostovnii-pariz-mozlivosti-dlya-ukrainciv;HTTPError: HTTP Error 403: Forbidden;18.html
https://vitsche.org/uk/;HTTPError: HTTP Error 404: Not Found;27.html
https://welcomeukraine.fr/;URLError: <urlopen error [Errno -2] Name or service not known>;28.html
https://wiki.frua.fr/ru/administrationinfrance;URLError: <urlopen error [Errno -3] Temporary failure in name resolution>;orendu-kvartiri.html
https://wiki.frua.fr/ru/chooseregion;URLError: <urlopen error [Errno -3] Temporary failure in name resolution>;orendu-kvartiri.html
https://wiki.frua.fr/ru/firstdays;URLError: <urlopen error [Errno -3] Temporary failure in name resolution>;21.html | 23.html
https://wiki.frua.fr/ru/obtainaid;URLError: <urlopen error [Errno -3] Temporary failure in name resolution>;28.html
https://wiki.frua.fr/ru/ukranianembassyfrance;URLError: <urlopen error [Errno -3] Temporary failure in name resolution>;28.html
https://wiki.frua.fr/ru/workinfrance;URLError: <urlopen error [Errno -3] Temporary failure in name resolution>;60.html
https://wiki.frua.fr/ua/associations/list;URLError: <urlopen error [Errno -3] Temporary failure in name resolution>;28.html
https://wiki.frua.fr/ua/dailylife/animals;URLError: <urlopen error [Errno -3] Temporary failure in name resolution>;12.html
https://wiki.frua.fr/ua/dailylife/housing;URLError: <urlopen error [Errno -3] Temporary failure in name resolution>;4.html | orendu-kvartiri.html
https://wiki.frua.fr/ua/dailylife/money;URLError: <urlopen error [Errno -3] Temporary failure in name resolution>;banque-compte.html
https://wiki.numospilno.com/;URLError: <urlopen error [Errno 111] Connection refused>;27.html
https://wizzair.com/uk-ua/informatsiia-ta-posluhy/zapytannia-i-vidpovidi/ukrayinski-bizhenci-bezkoshtovni-kvitki;HTTPError: HTTP Error 405: Not Allowed;deplacer-europe.html
https://www-ac--paris-fr.translate.goog/crise-ukrainienne-contact-de-la-cellule-academique-125243?_x_tr_sl=fr&_x_tr_tl=uk&_x_tr_hl=fr&_x_tr_pto=wapp;HTTPError: HTTP Error 403: Forbidden;mineur-ecole.html
https://www-ac--paris-fr.translate.goog/oepre-ouvrir-l-ecole-aux-parents-pour-la-reussite-des-enfants-122812?_x_tr_sl=fr&_x_tr_tl=uk&_x_tr_hl=fr&_x_tr_pto=wapp;HTTPError: HTTP Error 403: Forbidden;35.html
https://www-actionlogement-fr.translate.goog/guides/trouver-un-logement/1-patronal-logement)?_x_tr_sl=auto&_x_tr_tl=uk&_x_tr_hl=fr&_x_tr_pto=wapp;HTTPError: HTTP Error 404: Not Found;sotsialne-zhitlo.html
https://www-auvergne--rhone--alpes-paps-sante-fr.translate.goog/conditions-dexercice-en-france-des-professionnels-de-sante-deplaces-dukraine?fs=e&s=cl&_x_tr_sl=auto&_x_tr_tl=uk&_x_tr_hl=fr&_x_tr_pto=wapp;HTTPError: HTTP Error 404: Not Found;19.html
https://www-bouches--du--rhone-gouv-fr.translate.goog/Demarches-administratives/Etrangers/UKRAINE-Protection-temporaire/Ressortissant-etranger-etudiant-en-Ukraine-pendant-l-annee-2021-2022?_x_tr_sl=auto&_x_tr_tl=uk&_x_tr_hl=fr&_x_tr_pto=wapp;HTTPError: HTTP Error 404: Not Found;72.html
https://www-cnda-fr.translate.goog/La-CNDA/Actualites/UKRAINE-La-situation-de-violence-aveugle-resultant-du-conflit-arme-actuel-dans-les-oblast-de-Jytomyr-Poltava-Soumy-et-Tchernihiv-peut-justifier-l-octroi-de-la-protection-subsidiaire-au-titre-de-l-article-L.-512-1-3-du-CESEDA?_x_tr_sch=http&_x_tr_sl=fr&_x_tr_tl=uk&_x_tr_hl=fr&_x_tr_pto=wapp;HTTPError: HTTP Error 404: Not Found;75.html
https://www-driiveme-com.translate.goog/concept-location-de-voiture-un-euro.html?_x_tr_sl=auto&_x_tr_tl=uk&_x_tr_hl=fr&_x_tr_pto=wapp;HTTPError: HTTP Error 404: Not Found;51.html
https://www-echosdunet-net.translate.goog/dossiers/carte-sim-prepayee-bureau-tabac?_x_tr_sl=fr&_x_tr_tl=ru&_x_tr_hl=fr&_x_tr_pto=wapp;HTTPError: HTTP Error 410: Gone;simcard.html
https://www-education-gouv-fr.translate.goog/accueil-et-scolarisation-des-enfants-ukrainiens-340790?_x_tr_sl=auto&_x_tr_tl=uk&_x_tr_hl=fr&_x_tr_pto=wapp;HTTPError: HTTP Error 403: Forbidden;mineur-ecole.html
https://www-education-gouv-fr.translate.goog/les-colos-apprenantes-304050?fs=e&s=cl&_x_tr_sl=auto&_x_tr_tl=uk&_x_tr_hl=fr&_x_tr_pto=wapp;HTTPError: HTTP Error 403: Forbidden;11.html
https://www-etudiant-gouv-fr.translate.goog/fr/accueil-des-etudiants-ukrainiens-2699?_x_tr_sl=auto&_x_tr_tl=uk&_x_tr_hl=fr&_x_tr_pto=wapp;TimeoutError: The read operation timed out;72.html
https://www-franceassureurs-fr.translate.goog/assurance-protege-finance-et-emploie/assurance-protege/actualites/assureurs-offrent-refugies-ukrainiens-60jours-assurance-automobile-responsabilite-civile/?_x_tr_sl=fr&_x_tr_tl=uk&_x_tr_hl=fr&_x_tr_pto=wapp;HTTPError: HTTP Error 404: Not Found;46.html | 47.html
https://www-frizbiz-com.translate.goog/fr?_x_tr_sl=auto&_x_tr_tl=uk&_x_tr_hl=fr&_x_tr_pto=wapp;HTTPError: HTTP Error 403: Forbidden;61.html
https://www-gouvernement-fr.translate.goog/guide-victimes/cellules-d-urgence-medico-psychologique-cump?_x_tr_sl=auto&_x_tr_tl=ru&_x_tr_hl=fr&_x_tr_pto=wapp;HTTPError: HTTP Error 403: Forbidden;soigner-psy.html
https://www-iledefrance--mobilites-fr.translate.goog/titres-et-tarifs/detail/forfait-paris-visite?_x_tr_sl=fr&_x_tr_tl=uk&_x_tr_hl=fr&_x_tr_pto=wapp;HTTPError: HTTP Error 403: Forbidden;deplacer-paris.html
https://www-iledefrance--mobilites-fr.translate.goog/titres-et-tarifs/supports/smartphone?_x_tr_sl=fr&_x_tr_tl=ru&_x_tr_hl=fr&_x_tr_pto=wapp;HTTPError: HTTP Error 403: Forbidden;navigo.html
https://www-iledefrance-fr.translate.goog/le-passe-navigo-vous-offre-aussi-des-avantages-culture?_x_tr_sl=fr&_x_tr_tl=uk&_x_tr_hl=fr&_x_tr_pto=wapp;HTTPError: HTTP Error 400: Bad Request;18.html
https://www-interieur-gouv-fr.translate.goog/actualites/dossiers/situation-en-ukraine/foire-aux-questions-accueil-des-refugies-ukrainiens?_x_tr_sl=fr&_x_tr_tl=ru&_x_tr_hl=fr&_x_tr_pto=wapp;HTTPError: HTTP Error 403: Forbidden;38.html
https://www-interieur-gouv-fr.translate.goog/covid-19-deplacements-internationaux?_x_tr_sl=auto&_x_tr_tl=uk&_x_tr_hl=fr&_x_tr_pto=wapp;HTTPError: HTTP Error 403: Forbidden;soigner-covid.html
https://www-jemepropose-com.translate.goog/?_x_tr_sl=auto&_x_tr_tl=uk&_x_tr_hl=fr&_x_tr_pto=wapp;HTTPError: HTTP Error 403: Forbidden;61.html
https://www-laposte-fr.translate.goog/lettre-recommandee-en-ligne?_x_tr_sl=auto&_x_tr_tl=uk&_x_tr_hl=fr&_x_tr_pto=wapp;HTTPError: HTTP Error 400: Bad Request;zupinka.html
https://www-legifrance-gouv-fr.translate.goog/codes/id/LEGISCTA000006179569/?_x_tr_sl=auto&_x_tr_tl=uk&_x_tr_hl=fr&_x_tr_pto=wapp;HTTPError: HTTP Error 403: Forbidden;57.html
https://www-legifrance-gouv-fr.translate.goog/codes/id/LEGISCTA000019325196;HTTPError: HTTP Error 400: Bad Request;invalid.html
https://www-lingvaflavor-com.translate.goog/kak-sostavit-resume-na-franzyskom/?_x_tr_sl=auto&_x_tr_tl=uk&_x_tr_hl=fr&_x_tr_pto=wapp;HTTPError: HTTP Error 404: Not Found;60.html
https://www-monparcourshandicap-gouv-fr.translate.goog/aides/la-pension-dinvalidite-un-revenu-pour-compenser-la-perte-de-capacite-de-travail;HTTPError: HTTP Error 400: Bad Request;invalid.html
